cer.id,cer.fecha,cer.coef
2605,2010-02-17,2.4045
2606,2010-02-18,2.4054
2607,2010-02-19,2.4063
2608,2010-02-20,2.4072
2609,2010-02-21,2.4081
2610,2010-02-22,2.409
2611,2010-02-23,2.4098
2612,2010-02-24,2.4107
2613,2010-02-25,2.4116
2614,2010-02-26,2.4125
2615,2010-02-27,2.4134
2616,2010-02-28,2.4143
2617,2010-03-01,2.4151
2618,2010-03-02,2.4159
2619,2010-03-03,2.4167
2620,2010-03-04,2.4175
2621,2010-03-05,2.4183
2622,2010-03-06,2.4191
2623,2010-03-07,2.4201
2624,2010-03-08,2.4211
2625,2010-03-09,2.422
2626,2010-03-10,2.423
2627,2010-03-11,2.4239
2628,2010-03-12,2.4249
2629,2010-03-13,2.4259
2630,2010-03-14,2.4268
2631,2010-03-15,2.4278
2632,2010-03-16,2.4288
2633,2010-03-17,2.4297
2634,2010-03-18,2.4307
2635,2010-03-19,2.4317
2636,2010-03-20,2.4326
2637,2010-03-21,2.4336
2638,2010-03-22,2.4346
2639,2010-03-23,2.4355
2640,2010-03-24,2.4365
2641,2010-03-25,2.4375
2642,2010-03-26,2.4385
2643,2010-03-27,2.4394
2644,2010-03-28,2.4404
2645,2010-03-29,2.4414
2646,2010-03-30,2.4423
2647,2010-03-31,2.4433
2648,2010-04-01,2.4443
2649,2010-04-02,2.4453
2650,2010-04-03,2.4463
2651,2010-04-04,2.4473
2652,2010-04-05,2.4483
2653,2010-04-06,2.4493
2654,2010-04-07,2.4503
2655,2010-04-08,2.4512
2656,2010-04-09,2.4521
2657,2010-04-10,2.4531
2658,2010-04-11,2.454
2659,2010-04-12,2.4549
2660,2010-04-13,2.4559
2661,2010-04-14,2.4568
2662,2010-04-15,2.4577
2663,2010-04-16,2.4587
2664,2010-04-17,2.4596
2665,2010-04-18,2.4605
2666,2010-04-19,2.4615
2667,2010-04-20,2.4624
2668,2010-04-21,2.4633
2669,2010-04-22,2.4643
2670,2010-04-23,2.4652
2671,2010-04-24,2.4661
2672,2010-04-25,2.4671
2673,2010-04-26,2.468
2674,2010-04-27,2.469
2675,2010-04-28,2.4699
2676,2010-04-29,2.4708
2677,2010-04-30,2.4718
2678,2010-05-01,2.4727
2679,2010-05-02,2.4736
2680,2010-05-03,2.4745
2681,2010-05-04,2.4754
2682,2010-05-05,2.4763
2683,2010-05-06,2.4772
2684,2010-05-07,2.4779
2685,2010-05-08,2.4786
2686,2010-05-09,2.4792
2687,2010-05-10,2.4799
2688,2010-05-11,2.4805
2689,2010-05-12,2.4812
2690,2010-05-13,2.4819
2691,2010-05-14,2.4825
2692,2010-05-15,2.4832
2693,2010-05-16,2.4839
2694,2010-05-17,2.4845
2695,2010-05-18,2.4852
2696,2010-05-19,2.4858
2697,2010-05-20,2.4865
2698,2010-05-21,2.4872
2699,2010-05-22,2.4878
2700,2010-05-23,2.4885
2701,2010-05-24,2.4892
2702,2010-05-25,2.4898
2703,2010-05-26,2.4905
2704,2010-05-27,2.4912
2705,2010-05-28,2.4918
2706,2010-05-29,2.4925
2707,2010-05-30,2.4932
2708,2010-05-31,2.4938
2709,2010-06-01,2.4945
2710,2010-06-02,2.4952
2711,2010-06-03,2.4959
2712,2010-06-04,2.4966
2713,2010-06-05,2.4973
2714,2010-06-06,2.498
2715,2010-06-07,2.4986
2716,2010-06-08,2.4992
2717,2010-06-09,2.4998
2718,2010-06-10,2.5004
2719,2010-06-11,2.5011
2720,2010-06-12,2.5017
2721,2010-06-13,2.5023
2722,2010-06-14,2.5029
2723,2010-06-15,2.5035
2724,2010-06-16,2.5042
2725,2010-06-17,2.5048
2726,2010-06-18,2.5054
2727,2010-06-19,2.506
2728,2010-06-20,2.5066
2729,2010-06-21,2.5073
2730,2010-06-22,2.5079
2731,2010-06-23,2.5085
2732,2010-06-24,2.5091
2733,2010-06-25,2.5097
2734,2010-06-26,2.5104
2735,2010-06-27,2.511
2736,2010-06-28,2.5116
2737,2010-06-29,2.5122
2738,2010-06-30,2.5129
2739,2010-07-01,2.5135
2740,2010-07-02,2.5141
2741,2010-07-03,2.5147
2742,2010-07-04,2.5153
2743,2010-07-05,2.5159
2744,2010-07-06,2.5165
2745,2010-07-07,2.5171
2746,2010-07-08,2.5177
2747,2010-07-09,2.5183
2748,2010-07-10,2.5189
2749,2010-07-11,2.5194
2750,2010-07-12,2.52
2751,2010-07-13,2.5206
2752,2010-07-14,2.5212
2753,2010-07-15,2.5218
2754,2010-07-16,2.5224
2755,2010-07-17,2.523
2756,2010-07-18,2.5236
2757,2010-07-19,2.5242
2758,2010-07-20,2.5248
2759,2010-07-21,2.5254
2760,2010-07-22,2.526
2761,2010-07-23,2.5266
2762,2010-07-24,2.5272
2763,2010-07-25,2.5278
2764,2010-07-26,2.5284
2765,2010-07-27,2.529
2766,2010-07-28,2.5296
2767,2010-07-29,2.5301
2768,2010-07-30,2.5307
2769,2010-07-31,2.5313
2770,2010-08-01,2.5319
2771,2010-08-02,2.5325
2772,2010-08-03,2.5331
2773,2010-08-04,2.5337
2774,2010-08-05,2.5343
2775,2010-08-06,2.5349
2776,2010-08-07,2.5356
2777,2010-08-08,2.5362
2778,2010-08-09,2.5369
2779,2010-08-10,2.5375
2780,2010-08-11,2.5382
2781,2010-08-12,2.5388
2782,2010-08-13,2.5395
2783,2010-08-14,2.5402
2784,2010-08-15,2.5408
2785,2010-08-16,2.5415
2786,2010-08-17,2.5421
2787,2010-08-18,2.5428
2788,2010-08-19,2.5434
2789,2010-08-20,2.5441
2790,2010-08-21,2.5448
2791,2010-08-22,2.5454
2792,2010-08-23,2.5461
2793,2010-08-24,2.5467
2794,2010-08-25,2.5474
2795,2010-08-26,2.548
2796,2010-08-27,2.5487
2797,2010-08-28,2.5494
2798,2010-08-29,2.55
2799,2010-08-30,2.5507
2800,2010-08-31,2.5513
2801,2010-09-01,2.552
2802,2010-09-02,2.5527
2803,2010-09-03,2.5534
2804,2010-09-04,2.5541
2805,2010-09-05,2.5547
2806,2010-09-06,2.5554
2807,2010-09-07,2.556
2808,2010-09-08,2.5567
2809,2010-09-09,2.5573
2810,2010-09-10,2.5579
2811,2010-09-11,2.5585
2812,2010-09-12,2.5592
2813,2010-09-13,2.5598
2814,2010-09-14,2.5604
2815,2010-09-15,2.5611
2816,2010-09-16,2.5617
2817,2010-09-17,2.5623
2818,2010-09-18,2.5629
2819,2010-09-19,2.5636
2820,2010-09-20,2.5642
2821,2010-09-21,2.5648
2822,2010-09-22,2.5655
2823,2010-09-23,2.5661
2824,2010-09-24,2.5667
2825,2010-09-25,2.5673
2826,2010-09-26,2.568
2827,2010-09-27,2.5686
2828,2010-09-28,2.5692
2829,2010-09-29,2.5699
2830,2010-09-30,2.5705
2831,2010-10-01,2.5711
2832,2010-10-02,2.5717
2833,2010-10-03,2.5723
2834,2010-10-04,2.5729
2835,2010-10-05,2.5735
2836,2010-10-06,2.5742
2837,2010-10-07,2.5748
2838,2010-10-08,2.5754
2839,2010-10-09,2.576
2840,2010-10-10,2.5766
2841,2010-10-11,2.5772
2842,2010-10-12,2.5778
2843,2010-10-13,2.5784
2844,2010-10-14,2.579
2845,2010-10-15,2.5796
2846,2010-10-16,2.5802
2847,2010-10-17,2.5808
2848,2010-10-18,2.5814
2849,2010-10-19,2.582
2850,2010-10-20,2.5826
2851,2010-10-21,2.5832
2852,2010-10-22,2.5838
2853,2010-10-23,2.5844
2854,2010-10-24,2.585
2855,2010-10-25,2.5856
2856,2010-10-26,2.5862
2857,2010-10-27,2.5868
2858,2010-10-28,2.5874
2859,2010-10-29,2.588
2860,2010-10-30,2.5886
2861,2010-10-31,2.5892
2862,2010-11-01,2.5898
2863,2010-11-02,2.5904
2864,2010-11-03,2.5911
2865,2010-11-04,2.5917
2866,2010-11-05,2.5923
2867,2010-11-06,2.5929
2868,2010-11-07,2.5937
2869,2010-11-08,2.5944
2870,2010-11-09,2.5951
2871,2010-11-10,2.5958
2872,2010-11-11,2.5966
2873,2010-11-12,2.5973
2874,2010-11-13,2.598
2875,2010-11-14,2.5987
2876,2010-11-15,2.5995
2877,2010-11-16,2.6002
2878,2010-11-17,2.6009
2879,2010-11-18,2.6017
2880,2010-11-19,2.6024
2881,2010-11-20,2.6031
2882,2010-11-21,2.6038
2883,2010-11-22,2.6046
2884,2010-11-23,2.6053
2885,2010-11-24,2.606
2886,2010-11-25,2.6068
2887,2010-11-26,2.6075
2888,2010-11-27,2.6082
2889,2010-11-28,2.6089
2890,2010-11-29,2.6097
2891,2010-11-30,2.6104
2892,2010-12-01,2.6111
2893,2010-12-02,2.6118
2894,2010-12-03,2.6125
2895,2010-12-04,2.6132
2896,2010-12-05,2.6139
2897,2010-12-06,2.6147
2898,2010-12-07,2.6153
2899,2010-12-08,2.6159
2900,2010-12-09,2.6165
2901,2010-12-10,2.6171
2902,2010-12-11,2.6177
2903,2010-12-12,2.6183
2904,2010-12-13,2.619
2905,2010-12-14,2.6196
2906,2010-12-15,2.6202
2907,2010-12-16,2.6208
2908,2010-12-17,2.6214
2909,2010-12-18,2.622
2910,2010-12-19,2.6226
2911,2010-12-20,2.6233
2912,2010-12-21,2.6239
2913,2010-12-22,2.6245
2914,2010-12-23,2.6251
2915,2010-12-24,2.6257
2916,2010-12-25,2.6263
2917,2010-12-26,2.6269
2918,2010-12-27,2.6276
2919,2010-12-28,2.6282
2920,2010-12-29,2.6288
2921,2010-12-30,2.6294
2922,2010-12-31,2.63
2923,2011-01-01,2.6306
2924,2011-01-02,2.6313
2925,2011-01-03,2.6319
2926,2011-01-04,2.6325
2927,2011-01-05,2.6331
2928,2011-01-06,2.6337
2929,2011-01-07,2.6344
2930,2011-01-08,2.6352
2931,2011-01-09,2.6359
2932,2011-01-10,2.6366
2933,2011-01-11,2.6373
2934,2011-01-12,2.638
2935,2011-01-13,2.6387
2936,2011-01-14,2.6394
2937,2011-01-15,2.6401
2938,2011-01-16,2.6408
2939,2011-01-17,2.6415
2940,2011-01-18,2.6423
2941,2011-01-19,2.643
2942,2011-01-20,2.6437
2943,2011-01-21,2.6444
2944,2011-01-22,2.6451
2945,2011-01-23,2.6458
2946,2011-01-24,2.6465
2947,2011-01-25,2.6472
2948,2011-01-26,2.648
2949,2011-01-27,2.6487
2950,2011-01-28,2.6494
2951,2011-01-29,2.6501
2952,2011-01-30,2.6508
2953,2011-01-31,2.6515
2954,2011-02-01,2.6523
2955,2011-02-02,2.6531
2956,2011-02-03,2.6539
2957,2011-02-04,2.6547
2958,2011-02-05,2.6555
2959,2011-02-06,2.6563
2960,2011-02-07,2.657
2961,2011-02-08,2.6576
2962,2011-02-09,2.6583
2963,2011-02-10,2.659
2964,2011-02-11,2.6597
2965,2011-02-12,2.6604
2966,2011-02-13,2.6611
2967,2011-02-14,2.6618
2968,2011-02-15,2.6625
2969,2011-02-16,2.6631
2970,2011-02-17,2.6638
2971,2011-02-18,2.6645
2972,2011-02-19,2.6652
2973,2011-02-20,2.6659
2974,2011-02-21,2.6666
2975,2011-02-22,2.6673
2976,2011-02-23,2.668
2977,2011-02-24,2.6687
2978,2011-02-25,2.6694
2979,2011-02-26,2.67
2980,2011-02-27,2.6707
2981,2011-02-28,2.6714
2982,2011-03-01,2.672
2983,2011-03-02,2.6727
2984,2011-03-03,2.6733
2985,2011-03-04,2.6739
2986,2011-03-05,2.6745
2987,2011-03-06,2.6752
2988,2011-03-07,2.6758
2989,2011-03-08,2.6764
2990,2011-03-09,2.6771
2991,2011-03-10,2.6777
2992,2011-03-11,2.6783
2993,2011-03-12,2.679
2994,2011-03-13,2.6796
2995,2011-03-14,2.6802
2996,2011-03-15,2.6809
2997,2011-03-16,2.6815
2998,2011-03-17,2.6821
2999,2011-03-18,2.6828
3000,2011-03-19,2.6834
3001,2011-03-20,2.6841
3002,2011-03-21,2.6847
3003,2011-03-22,2.6853
3004,2011-03-23,2.686
3005,2011-03-24,2.6866
3006,2011-03-25,2.6872
3007,2011-03-26,2.6879
3008,2011-03-27,2.6885
3009,2011-03-28,2.6891
3010,2011-03-29,2.6898
3011,2011-03-30,2.6904
3012,2011-03-31,2.6911
3013,2011-04-01,2.6917
3014,2011-04-02,2.6924
3015,2011-04-03,2.693
3016,2011-04-04,2.6937
3017,2011-04-05,2.6944
3018,2011-04-06,2.695
3019,2011-04-07,2.6958
3020,2011-04-08,2.6965
3021,2011-04-09,2.6973
3022,2011-04-10,2.698
3023,2011-04-11,2.6988
3024,2011-04-12,2.6995
3025,2011-04-13,2.7003
3026,2011-04-14,2.7011
3027,2011-04-15,2.7018
3028,2011-04-16,2.7026
3029,2011-04-17,2.7033
3030,2011-04-18,2.7041
3031,2011-04-19,2.7048
3032,2011-04-20,2.7056
3033,2011-04-21,2.7064
3034,2011-04-22,2.7071
3035,2011-04-23,2.7079
3036,2011-04-24,2.7086
3037,2011-04-25,2.7094
3038,2011-04-26,2.7101
3039,2011-04-27,2.7109
3040,2011-04-28,2.7117
3041,2011-04-29,2.7124
3042,2011-04-30,2.7132
3043,2011-05-01,2.7139
3044,2011-05-02,2.7147
3045,2011-05-03,2.7154
3046,2011-05-04,2.7161
3047,2011-05-05,2.7169
3048,2011-05-06,2.7176
3049,2011-05-07,2.7183
3050,2011-05-08,2.7191
3051,2011-05-09,2.7198
3052,2011-05-10,2.7205
3053,2011-05-11,2.7212
3054,2011-05-12,2.722
3055,2011-05-13,2.7227
3056,2011-05-14,2.7234
3057,2011-05-15,2.7242
3058,2011-05-16,2.7249
3059,2011-05-17,2.7256
3060,2011-05-18,2.7264
3061,2011-05-19,2.7271
3062,2011-05-20,2.7278
3063,2011-05-21,2.7286
3064,2011-05-22,2.7293
3065,2011-05-23,2.73
3066,2011-05-24,2.7308
3067,2011-05-25,2.7315
3068,2011-05-26,2.7322
3069,2011-05-27,2.733
3070,2011-05-28,2.7337
3071,2011-05-29,2.7344
3072,2011-05-30,2.7352
3073,2011-05-31,2.7359
3074,2011-06-01,2.7367
3075,2011-06-02,2.7374
3076,2011-06-03,2.7382
3077,2011-06-04,2.7389
3078,2011-06-05,2.7397
3079,2011-06-06,2.7405
3080,2011-06-07,2.7411
3081,2011-06-08,2.7418
3082,2011-06-09,2.7425
3083,2011-06-10,2.7431
3084,2011-06-11,2.7438
3085,2011-06-12,2.7445
3086,2011-06-13,2.7452
3087,2011-06-14,2.7458
3088,2011-06-15,2.7465
3089,2011-06-16,2.7472
3090,2011-06-17,2.7478
3091,2011-06-18,2.7485
3092,2011-06-19,2.7492
3093,2011-06-20,2.7499
3094,2011-06-21,2.7505
3095,2011-06-22,2.7512
3096,2011-06-23,2.7519
3097,2011-06-24,2.7525
3098,2011-06-25,2.7532
3099,2011-06-26,2.7539
3100,2011-06-27,2.7546
3101,2011-06-28,2.7552
3102,2011-06-29,2.7559
3103,2011-06-30,2.7566
3104,2011-07-01,2.7572
3105,2011-07-02,2.7579
3106,2011-07-03,2.7585
3107,2011-07-04,2.7592
3108,2011-07-05,2.7598
3109,2011-07-06,2.7605
3110,2011-07-07,2.7611
3111,2011-07-08,2.7618
3112,2011-07-09,2.7624
3113,2011-07-10,2.763
3114,2011-07-11,2.7637
3115,2011-07-12,2.7643
3116,2011-07-13,2.7649
3117,2011-07-14,2.7656
3118,2011-07-15,2.7662
3119,2011-07-16,2.7668
3120,2011-07-17,2.7675
3121,2011-07-18,2.7681
3122,2011-07-19,2.7687
3123,2011-07-20,2.7694
3124,2011-07-21,2.77
3125,2011-07-22,2.7706
3126,2011-07-23,2.7713
3127,2011-07-24,2.7719
3128,2011-07-25,2.7726
3129,2011-07-26,2.7732
3130,2011-07-27,2.7738
3131,2011-07-28,2.7745
3132,2011-07-29,2.7751
3133,2011-07-30,2.7757
3134,2011-07-31,2.7764
3135,2011-08-01,2.777
3136,2011-08-02,2.7777
3137,2011-08-03,2.7783
3138,2011-08-04,2.7789
3139,2011-08-05,2.7796
3140,2011-08-06,2.7802
3141,2011-08-07,2.7809
3142,2011-08-08,2.7816
3143,2011-08-09,2.7823
3144,2011-08-10,2.783
3145,2011-08-11,2.7838
3146,2011-08-12,2.7845
3147,2011-08-13,2.7852
3148,2011-08-14,2.7859
3149,2011-08-15,2.7866
3150,2011-08-16,2.7873
3151,2011-08-17,2.788
3152,2011-08-18,2.7887
3153,2011-08-19,2.7894
3154,2011-08-20,2.7902
3155,2011-08-21,2.7909
3156,2011-08-22,2.7916
3157,2011-08-23,2.7923
3158,2011-08-24,2.793
3159,2011-08-25,2.7937
3160,2011-08-26,2.7944
3161,2011-08-27,2.7951
3162,2011-08-28,2.7959
3163,2011-08-29,2.7966
3164,2011-08-30,2.7973
3165,2011-08-31,2.798
3166,2011-09-01,2.7987
3167,2011-09-02,2.7995
3168,2011-09-03,2.8002
3169,2011-09-04,2.801
3170,2011-09-05,2.8017
3171,2011-09-06,2.8024
3172,2011-09-07,2.8032
3173,2011-09-08,2.804
3174,2011-09-09,2.8048
3175,2011-09-10,2.8055
3176,2011-09-11,2.8063
3177,2011-09-12,2.8071
3178,2011-09-13,2.8079
3179,2011-09-14,2.8086
3180,2011-09-15,2.8094
3181,2011-09-16,2.8102
3182,2011-09-17,2.811
3183,2011-09-18,2.8118
3184,2011-09-19,2.8125
3185,2011-09-20,2.8133
3186,2011-09-21,2.8141
3187,2011-09-22,2.8149
3188,2011-09-23,2.8157
3189,2011-09-24,2.8164
3190,2011-09-25,2.8172
3191,2011-09-26,2.818
3192,2011-09-27,2.8188
3193,2011-09-28,2.8196
3194,2011-09-29,2.8203
3195,2011-09-30,2.8211
3196,2011-10-01,2.8219
3197,2011-10-02,2.8226
3198,2011-10-03,2.8234
3199,2011-10-04,2.8241
3200,2011-10-05,2.8249
3201,2011-10-06,2.8256
3202,2011-10-07,2.8264
3203,2011-10-08,2.8272
3204,2011-10-09,2.8279
3205,2011-10-10,2.8287
3206,2011-10-11,2.8294
3207,2011-10-12,2.8302
3208,2011-10-13,2.831
3209,2011-10-14,2.8317
3210,2011-10-15,2.8325
3211,2011-10-16,2.8332
3212,2011-10-17,2.834
3213,2011-10-18,2.8348
3214,2011-10-19,2.8355
3215,2011-10-20,2.8363
3216,2011-10-21,2.837
3217,2011-10-22,2.8378
3218,2011-10-23,2.8386
3219,2011-10-24,2.8393
3220,2011-10-25,2.8401
3221,2011-10-26,2.8408
3222,2011-10-27,2.8416
3223,2011-10-28,2.8424
3224,2011-10-29,2.8431
3225,2011-10-30,2.8439
3226,2011-10-31,2.8447
3227,2011-11-01,2.8454
3228,2011-11-02,2.8462
3229,2011-11-03,2.847
3230,2011-11-04,2.8478
3231,2011-11-05,2.8486
3232,2011-11-06,2.8494
3233,2011-11-07,2.85
3234,2011-11-08,2.8506
3235,2011-11-09,2.8512
3236,2011-11-10,2.8518
3237,2011-11-11,2.8524
3238,2011-11-12,2.853
3239,2011-11-13,2.8536
3240,2011-11-14,2.8542
3241,2011-11-15,2.8548
3242,2011-11-16,2.8554
3243,2011-11-17,2.856
3244,2011-11-18,2.8566
3245,2011-11-19,2.8572
3246,2011-11-20,2.8578
3247,2011-11-21,2.8584
3248,2011-11-22,2.859
3249,2011-11-23,2.8596
3250,2011-11-24,2.8602
3251,2011-11-25,2.8608
3252,2011-11-26,2.8614
3253,2011-11-27,2.862
3254,2011-11-28,2.8626
3255,2011-11-29,2.8632
3256,2011-11-30,2.8638
3257,2011-12-01,2.8644
3258,2011-12-02,2.8649
3259,2011-12-03,2.8655
3260,2011-12-04,2.8661
3261,2011-12-05,2.8667
3262,2011-12-06,2.8673
3263,2011-12-07,2.8678
3264,2011-12-08,2.8684
3265,2011-12-09,2.8689
3266,2011-12-10,2.8695
3267,2011-12-11,2.87
3268,2011-12-12,2.8705
3269,2011-12-13,2.8711
3270,2011-12-14,2.8716
3271,2011-12-15,2.8722
3272,2011-12-16,2.8727
3273,2011-12-17,2.8733
3274,2011-12-18,2.8738
3275,2011-12-19,2.8744
3276,2011-12-20,2.8749
3277,2011-12-21,2.8755
3278,2011-12-22,2.876
3279,2011-12-23,2.8766
3280,2011-12-24,2.8771
3281,2011-12-25,2.8776
3282,2011-12-26,2.8782
3283,2011-12-27,2.8787
3284,2011-12-28,2.8793
3285,2011-12-29,2.8798
3286,2011-12-30,2.8804
3287,2011-12-31,2.8809
3288,2012-01-01,2.8815
3289,2012-01-02,2.882
3290,2012-01-03,2.8826
3291,2012-01-04,2.8831
3292,2012-01-05,2.8837
3293,2012-01-06,2.8842
3294,2012-01-07,2.885
3295,2012-01-08,2.8858
3296,2012-01-09,2.8865
3297,2012-01-10,2.8873
3298,2012-01-11,2.8881
3299,2012-01-12,2.8889
3300,2012-01-13,2.8897
3301,2012-01-14,2.8904
3302,2012-01-15,2.8912
3303,2012-01-16,2.892
3304,2012-01-17,2.8928
3305,2012-01-18,2.8936
3306,2012-01-19,2.8943
3307,2012-01-20,2.8951
3308,2012-01-21,2.8959
3309,2012-01-22,2.8967
3310,2012-01-23,2.8975
3311,2012-01-24,2.8983
3312,2012-01-25,2.899
3313,2012-01-26,2.8998
3314,2012-01-27,2.9006
3315,2012-01-28,2.9014
3316,2012-01-29,2.9022
3317,2012-01-30,2.9029
3318,2012-01-31,2.9037
3319,2012-02-01,2.9046
3320,2012-02-02,2.9054
3321,2012-02-03,2.9062
3322,2012-02-04,2.9071
3323,2012-02-05,2.9079
3324,2012-02-06,2.9088
3325,2012-02-07,2.9097
3326,2012-02-08,2.9106
3327,2012-02-09,2.9115
3328,2012-02-10,2.9124
3329,2012-02-11,2.9133
3330,2012-02-12,2.9142
3331,2012-02-13,2.9152
3332,2012-02-14,2.9161
3333,2012-02-15,2.917
3334,2012-02-16,2.9179
3335,2012-02-17,2.9188
3336,2012-02-18,2.9197
3337,2012-02-19,2.9206
3338,2012-02-20,2.9216
3339,2012-02-21,2.9225
3340,2012-02-22,2.9234
3341,2012-02-23,2.9243
3342,2012-02-24,2.9252
3343,2012-02-25,2.9262
3344,2012-02-26,2.9271
3345,2012-02-27,2.928
3346,2012-02-28,2.9289
3347,2012-02-29,2.9298
3348,2012-03-01,2.9307
3349,2012-03-02,2.9315
3350,2012-03-03,2.9324
3351,2012-03-04,2.9333
3352,2012-03-05,2.9341
3353,2012-03-06,2.935
3354,2012-03-07,2.9357
3355,2012-03-08,2.9364
3356,2012-03-09,2.9371
3357,2012-03-10,2.9378
3358,2012-03-11,2.9385
3359,2012-03-12,2.9392
3360,2012-03-13,2.9399
3361,2012-03-14,2.9406
3362,2012-03-15,2.9413
3363,2012-03-16,2.942
3364,2012-03-17,2.9427
3365,2012-03-18,2.9434
3366,2012-03-19,2.944
3367,2012-03-20,2.9447
3368,2012-03-21,2.9454
3369,2012-03-22,2.9461
3370,2012-03-23,2.9468
3371,2012-03-24,2.9475
3372,2012-03-25,2.9482
3373,2012-03-26,2.9489
3374,2012-03-27,2.9496
3375,2012-03-28,2.9503
3376,2012-03-29,2.951
3377,2012-03-30,2.9517
3378,2012-03-31,2.9524
3379,2012-04-01,2.9532
3380,2012-04-02,2.9539
3381,2012-04-03,2.9546
3382,2012-04-04,2.9553
3383,2012-04-05,2.9561
3384,2012-04-06,2.9568
3385,2012-04-07,2.9577
3386,2012-04-08,2.9586
3387,2012-04-09,2.9595
3388,2012-04-10,2.9605
3389,2012-04-11,2.9614
3390,2012-04-12,2.9623
3391,2012-04-13,2.9632
3392,2012-04-14,2.9641
3393,2012-04-15,2.9651
3394,2012-04-16,2.966
3395,2012-04-17,2.9669
3396,2012-04-18,2.9678
3397,2012-04-19,2.9687
3398,2012-04-20,2.9697
3399,2012-04-21,2.9706
3400,2012-04-22,2.9715
3401,2012-04-23,2.9724
3402,2012-04-24,2.9733
3403,2012-04-25,2.9743
3404,2012-04-26,2.9752
3405,2012-04-27,2.9761
3406,2012-04-28,2.977
3407,2012-04-29,2.978
3408,2012-04-30,2.9789
3409,2012-05-01,2.9798
3410,2012-05-02,2.9807
3411,2012-05-03,2.9816
3412,2012-05-04,2.9825
3413,2012-05-05,2.9834
3414,2012-05-06,2.9843
3415,2012-05-07,2.9851
3416,2012-05-08,2.9859
3417,2012-05-09,2.9867
3418,2012-05-10,2.9875
3419,2012-05-11,2.9883
3420,2012-05-12,2.9891
3421,2012-05-13,2.9899
3422,2012-05-14,2.9907
3423,2012-05-15,2.9915
3424,2012-05-16,2.9923
3425,2012-05-17,2.9931
3426,2012-05-18,2.9939
3427,2012-05-19,2.9947
3428,2012-05-20,2.9955
3429,2012-05-21,2.9963
3430,2012-05-22,2.9971
3431,2012-05-23,2.9979
3432,2012-05-24,2.9987
3433,2012-05-25,2.9995
3434,2012-05-26,3.0003
3435,2012-05-27,3.0011
3436,2012-05-28,3.0019
3437,2012-05-29,3.0027
3438,2012-05-30,3.0035
3439,2012-05-31,3.0043
3440,2012-06-01,3.0051
3441,2012-06-02,3.006
3442,2012-06-03,3.0068
3443,2012-06-04,3.0076
3444,2012-06-05,3.0085
3445,2012-06-06,3.0093
3446,2012-06-07,3.0101
3447,2012-06-08,3.0109
3448,2012-06-09,3.0117
3449,2012-06-10,3.0125
3450,2012-06-11,3.0133
3451,2012-06-12,3.0142
3452,2012-06-13,3.015
3453,2012-06-14,3.0158
3454,2012-06-15,3.0166
3455,2012-06-16,3.0174
3456,2012-06-17,3.0182
3457,2012-06-18,3.019
3458,2012-06-19,3.0199
3459,2012-06-20,3.0207
3460,2012-06-21,3.0215
3461,2012-06-22,3.0223
3462,2012-06-23,3.0231
3463,2012-06-24,3.0239
3464,2012-06-25,3.0247
3465,2012-06-26,3.0256
3466,2012-06-27,3.0264
3467,2012-06-28,3.0272
3468,2012-06-29,3.028
3469,2012-06-30,3.0288
3470,2012-07-01,3.0296
3471,2012-07-02,3.0304
3472,2012-07-03,3.0312
3473,2012-07-04,3.032
3474,2012-07-05,3.0328
3475,2012-07-06,3.0336
3476,2012-07-07,3.0343
3477,2012-07-08,3.035
3478,2012-07-09,3.0357
3479,2012-07-10,3.0364
3480,2012-07-11,3.0371
3481,2012-07-12,3.0378
3482,2012-07-13,3.0385
3483,2012-07-14,3.0392
3484,2012-07-15,3.0399
3485,2012-07-16,3.0406
3486,2012-07-17,3.0413
3487,2012-07-18,3.042
3488,2012-07-19,3.0427
3489,2012-07-20,3.0434
3490,2012-07-21,3.0441
3491,2012-07-22,3.0448
3492,2012-07-23,3.0455
3493,2012-07-24,3.0462
3494,2012-07-25,3.047
3495,2012-07-26,3.0477
3496,2012-07-27,3.0484
3497,2012-07-28,3.0491
3498,2012-07-29,3.0498
3499,2012-07-30,3.0505
3500,2012-07-31,3.0512
3501,2012-08-01,3.0519
3502,2012-08-02,3.0526
3503,2012-08-03,3.0533
3504,2012-08-04,3.054
3505,2012-08-05,3.0547
3506,2012-08-06,3.0554
3507,2012-08-07,3.0562
3508,2012-08-08,3.057
3509,2012-08-09,3.0578
3510,2012-08-10,3.0585
3511,2012-08-11,3.0593
3512,2012-08-12,3.0601
3513,2012-08-13,3.0609
3514,2012-08-14,3.0617
3515,2012-08-15,3.0624
3516,2012-08-16,3.0632
3517,2012-08-17,3.064
3518,2012-08-18,3.0648
3519,2012-08-19,3.0656
3520,2012-08-20,3.0663
3521,2012-08-21,3.0671
3522,2012-08-22,3.0679
3523,2012-08-23,3.0687
3524,2012-08-24,3.0695
3525,2012-08-25,3.0703
3526,2012-08-26,3.071
3527,2012-08-27,3.0718
3528,2012-08-28,3.0726
3529,2012-08-29,3.0734
3530,2012-08-30,3.0742
3531,2012-08-31,3.075
3532,2012-09-01,3.0758
3533,2012-09-02,3.0766
3534,2012-09-03,3.0774
3535,2012-09-04,3.0782
3536,2012-09-05,3.079
3537,2012-09-06,3.0798
3538,2012-09-07,3.0807
3539,2012-09-08,3.0816
3540,2012-09-09,3.0825
3541,2012-09-10,3.0835
3542,2012-09-11,3.0844
